TF,TF_id,gene,gene_id,effect,evidence,ev_level
nsrR,b4178,fliA,b1922,-,"[GEA, HIBSCS, SM]",1
nsrR,b4178,fliZ,b1921,-,"[GEA, HIBSCS, SM]",1
nsrR,b4178,tcyJ,b1920,-,"[GEA, HIBSCS, SM]",1
nsrR,b4178,fliA,b1922,-,"[GEA, HIBSCS]",1
nsrR,b4178,fliZ,b1921,-,"[GEA, HIBSCS]",1
nsrR,b4178,tcyJ,b1920,-,"[GEA, HIBSCS]",1
nsrR,b4178,cdd,b2143,-,"[GEA, HIBSCS]",1
nsrR,b4178,dsdC,b2364,-,"[GEA, HIBSCS]",1
nsrR,b4178,hmp,b2552,-,"[AIBSCS, GEA, HIBSCS]",1
nsrR,b4178,tadA,b2559,-,"[GEA, HIBSCS]",1
nsrR,b4178,pgpC,b2560,-,"[GEA, HIBSCS]",1
nsrR,b4178,bamE,b2617,-,"[GEA, HIBSCS]",1
nsrR,b4178,norR,b2709,-,"[GEA, HIBSCS]",1
nsrR,b4178,hycI,b2717,-,"[GEA, HIBSCS]",1
nsrR,b4178,hycH,b2718,-,"[GEA, HIBSCS]",1
nsrR,b4178,hycG,b2719,-,"[GEA, HIBSCS]",1
nsrR,b4178,hycF,b2720,-,"[GEA, HIBSCS]",1
nsrR,b4178,hycE,b2721,-,"[GEA, HIBSCS]",1
nsrR,b4178,hycD,b2722,-,"[GEA, HIBSCS]",1
nsrR,b4178,hycC,b2723,-,"[GEA, HIBSCS]",1
nsrR,b4178,hycB,b2724,-,"[GEA, HIBSCS]",1
nsrR,b4178,hycA,b2725,-,"[GEA, HIBSCS]",1
nsrR,b4178,hypA,b2726,-,"[GEA, HIBSCS]",1
nsrR,b4178,hypB,b2727,-,"[GEA, HIBSCS]",1
nsrR,b4178,hypC,b2728,-,"[GEA, HIBSCS]",1
nsrR,b4178,hypD,b2729,-,"[GEA, HIBSCS]",1
nsrR,b4178,hypE,b2730,-,"[GEA, HIBSCS]",1
nsrR,b4178,fhlA,b2731,-,"[GEA, HIBSCS]",1
nsrR,b4178,ygbA,b2732,-,"[AIBSCS, GEA, HIBSCS]",1
nsrR,b4178,tsgA,b3364,-,"[GEA, HIBSCS]",1
nsrR,b4178,waaH,b3615,-,"[GEA, HIBSCS]",1
nsrR,b4178,rfe,b3784,-,"[GEA, HIBSCS]",1
nsrR,b4178,wzzE,b3785,-,"[GEA, HIBSCS]",1
nsrR,b4178,wecB,b3786,-,"[GEA, HIBSCS]",1
nsrR,b4178,wecC,b3787,-,"[GEA, HIBSCS]",1
nsrR,b4178,rffG,b3788,-,"[GEA, HIBSCS]",1
nsrR,b4178,rffH,b3789,-,"[GEA, HIBSCS]",1
nsrR,b4178,rffC,b3790,-,"[GEA, HIBSCS]",1
nsrR,b4178,wecE,b3791,-,"[GEA, HIBSCS]",1
nsrR,b4178,wzxE,b3792,-,"[GEA, HIBSCS]",1
nsrR,b4178,wzyE,b3793,-,"[GEA, HIBSCS]",1
nsrR,b4178,rffM,b3794,-,"[GEA, HIBSCS]",1
nsrR,b4178,nrfA,b4070,-,"[BCE, GEA, HIBSCS, SM]",1
nsrR,b4178,nrfB,b4071,-,"[BCE, GEA, HIBSCS, SM]",1
nsrR,b4178,nrfC,b4072,-,"[BCE, GEA, HIBSCS, SM]",1
nsrR,b4178,nrfD,b4073,-,"[BCE, GEA, HIBSCS, SM]",1
nsrR,b4178,nrfE,b4074,-,"[BCE, GEA, HIBSCS, SM]",1
nsrR,b4178,nrfF,b4075,-,"[BCE, GEA, HIBSCS, SM]",1
nsrR,b4178,nrfG,b4076,-,"[BCE, GEA, HIBSCS, SM]",1
nsrR,b4178,ytfE,b4209,-,"[AIBSCS, GEA, HIBSCS, SM]",1
nsrR,b4178,bdcA,b4249,-,"[GEA, HIBSCS]",1
nsrR,b4178,rybB,b4417,-,[GEA],1
nsrR,b4178,rffT,b4481,-,"[GEA, HIBSCS]",1
aidB,b4187,aidB,b4187,-,"[BPP, GEA]",2
ulaR,b4191,ulaG,b4192,-,"[BPP, GEA]",2
ulaR,b4191,ulaA,b4193,-,"[BPP, GEA, SM]",2
ulaR,b4191,ulaB,b4194,-,"[BPP, GEA, SM]",2
ulaR,b4191,ulaC,b4195,-,"[BPP, GEA, SM]",2
ulaR,b4191,ulaD,b4196,-,"[BPP, GEA, SM]",2
ulaR,b4191,ulaE,b4197,-,"[BPP, GEA, SM]",2
ulaR,b4191,ulaF,b4198,-,"[BPP, GEA, SM]",2
treR,b4241,treB,b4240,-,"[BPP, GEA, HIBSCS]",2
treR,b4241,treC,b4239,-,"[BPP, GEA, HIBSCS]",2
pepA,b4260,carA,b0032,-,"[BPP, GEA, IMP]",2
pepA,b4260,carB,b0033,-,"[BPP, GEA, IMP]",2
pepA,b4260,pepA,b4260,-,[BPP],2
idnR,b4264,gntK,b3437,-,[GEA],1
idnR,b4264,gntU,b4476,-,[GEA],1
idnR,b4264,idnD,b4267,+,"[AIBSCS, GEA]",1
idnR,b4264,idnO,b4266,+,"[AIBSCS, GEA]",1
idnR,b4264,idnT,b4265,+,"[AIBSCS, GEA]",1
idnR,b4264,idnR,b4264,+,"[AIBSCS, GEA]",1
idnR,b4264,idnK,b4268,+,"[AIBSCS, GEA]",1
uxuR,b4324,uidC,b1615,-,"[GEA, HIBSCS]",1
uxuR,b4324,uidB,b1616,-,"[GEA, HIBSCS]",1
uxuR,b4324,uidA,b1617,-,"[GEA, HIBSCS]",1
uxuR,b4324,exuR,b3094,-,[HIBSCS],1
uxuR,b4324,gntP,b4321,-,"[BPP, GEA, HIBSCS, SM]",2
uxuR,b4324,uxuA,b4322,-,"[BPP, GEA, HIBSCS, SM]",2
uxuR,b4324,uxuB,b4323,-,"[BPP, GEA, HIBSCS, SM]",2
uxuR,b4324,uxuR,b4324,-,"[AIBSCS, GEA]",1
uxuR,b4324,lgoR,b4357,-,"[BPP, GEA]",2
hypT,b4327,metQ,b0197,+,"[BPP, GEA]",2
hypT,b4327,metI,b0198,+,"[BPP, GEA]",2
hypT,b4327,metN,b0199,+,"[BPP, GEA]",2
hypT,b4327,cydA,b0733,+,"[BPP, GEA]",2
hypT,b4327,cydB,b0734,+,"[BPP, GEA]",2
hypT,b4327,cysH,b2762,+,[GEA],1
hypT,b4327,metB,b3939,+,[GEA],1
hypT,b4327,metL,b3940,+,[GEA],1
hypT,b4327,fecA,b4291,-,[GEA],1
hypT,b4327,fecB,b4290,-,[GEA],1
hypT,b4327,fecC,b4289,-,[GEA],1
hypT,b4327,fecD,b4288,-,[GEA],1
hypT,b4327,fecE,b4287,-,[GEA],1
yjjQ,b4365,ybhL,b0786,-,"[AIBSCS, GEA]",1
yjjQ,b4365,gfcA,b0987,-,"[AIBSCS, GEA, SM]",1
yjjQ,b4365,flhD,b1892,-,"[AIBSCS, GEA, SM]",1
yjjQ,b4365,flhC,b1891,-,"[AIBSCS, GEA, SM]",1
yjjQ,b4365,ompC,b2215,-,"[AIBSCS, GEA]",1
yjjQ,b4365,yfiR,b2603,-,"[AIBSCS, GEA]",1
yjjQ,b4365,dgcN,b2604,-,"[AIBSCS, GEA]",1
yjjQ,b4365,yfiB,b2605,-,"[AIBSCS, GEA]",1
yjjQ,b4365,ymiA,b4522,-,"[AIBSCS, GEA]",1
yjjQ,b4365,yciX,b4523,-,"[AIBSCS, GEA]",1
nadR,b4390,nadA,b0750,-,"[ICWHO, IMP]",1
nadR,b4390,pnuC,b0751,-,"[ICWHO, IMP]",1
nadR,b4390,pncB,b0931,-,[AIBSCS],1
nadR,b4390,nadB,b2574,-,"[AIBSCS, BPP, GEA, IMP]",1
trpR,b4393,fhuC,b0151,+,"CHIP-SV, MSI",inf
trpR,b4393,fhuC,b0151,-,"CHIP-SV, MSI",inf
trpR,b4393,fhuD,b0152,+,"CHIP-SV, MSI",inf
trpR,b4393,fhuD,b0152,-,"CHIP-SV, MSI",inf
trpR,b4393,fhuB,b0153,+,"CHIP-SV, MSI",inf
trpR,b4393,fhuB,b0153,-,"CHIP-SV, MSI",inf
trpR,b4393,aroL,b0388,-,"[BPP, GEA, HIBSCS, SM]",2
trpR,b4393,yaiA,b0389,-,"[BPP, GEA, HIBSCS, SM]",2
trpR,b4393,aroM,b0390,-,"[BPP, GEA, HIBSCS, SM]",2
trpR,b4393,aroL,b0388,-,"CHIP-SV, MSI",inf
trpR,b4393,yaiA,b0389,-,"CHIP-SV, MSI",inf
trpR,b4393,aroM,b0390,-,"CHIP-SV, MSI",inf
trpR,b4393,trpL,b1265,-,"[BPP, GEA, HIBSCS, SM]",2
trpR,b4393,trpE,b1264,-,"[BPP, GEA, HIBSCS, SM]",2
trpR,b4393,trpD,b1263,-,"[BPP, GEA, HIBSCS, SM]",2
trpR,b4393,trpC,b1262,-,"[BPP, GEA, HIBSCS, SM]",2
trpR,b4393,trpB,b1261,-,"[BPP, GEA, HIBSCS, SM]",2
trpR,b4393,trpA,b1260,-,"[BPP, GEA, HIBSCS, SM]",2
trpR,b4393,trpL,b1265,-,"CHIP-SV, MSI",inf
trpR,b4393,trpE,b1264,-,"CHIP-SV, MSI",inf
trpR,b4393,trpD,b1263,-,"CHIP-SV, MSI",inf
trpR,b4393,trpC,b1262,-,"CHIP-SV, MSI",inf
trpR,b4393,trpB,b1261,-,"CHIP-SV, MSI",inf
trpR,b4393,trpA,b1260,-,"CHIP-SV, MSI",inf
trpR,b4393,aroH,b1704,-,"[BPP, GEA, HIBSCS]",2
trpR,b4393,aroH,b1704,-,"CHIP-SV, MSI",inf
trpR,b4393,ftnB,b1902,+,"CHIP-SV, MSI",inf
trpR,b4393,ftnB,b1902,-,"CHIP-SV, MSI",inf
trpR,b4393,mtr,b3161,-,"[BPP, GEA, HIBSCS]",2
trpR,b4393,mtr,b3161,-,"CHIP-SV, MSI",inf
trpR,b4393,mdtL,b3710,+,"CHIP-SV, MSI",inf
trpR,b4393,mdtL,b3710,-,"CHIP-SV, MSI",inf
trpR,b4393,trpR,b4393,-,"[BPP, GEA, HIBSCS]",2
trpR,b4393,trpR,b4393,-,"CHIP-SV, MSI",inf
rob,b4396,acrA,b0463,+,"[BPP, GEA]",2
rob,b4396,acrB,b0462,+,"[BPP, GEA]",2
rob,b4396,nfsB,b0578,+,"[GEA, HIBSCS]",1
rob,b4396,acrZ,b0762,+,"[GEA, IHBCE]",1
rob,b4396,ldtB,b0819,+,[GEA],1
rob,b4396,ybjC,b0850,+,"[GEA, HIBSCS]",1
rob,b4396,nfsA,b0851,+,"[GEA, HIBSCS]",1
rob,b4396,rimK,b0852,+,"[GEA, HIBSCS]",1
rob,b4396,ybjN,b0853,+,"[GEA, HIBSCS]",1
rob,b4396,acnA,b1276,+,"[GEA, HIBSCS]",1
rob,b4396,marR,b1530,+,"[BPP, GEA, HIBSCS, SM]",2
rob,b4396,marA,b1531,+,"[BPP, GEA, HIBSCS, SM]",2
rob,b4396,marB,b1532,+,"[BPP, GEA, HIBSCS, SM]",2
rob,b4396,fumC,b1611,+,"[BPP, GEA, IEP]",2
rob,b4396,zwf,b1852,+,[BPP],2
rob,b4396,nfo,b2159,+,"[GEA, HIBSCS]",1
rob,b4396,inaA,b2237,+,"[BPP, GEA, HIBSCS]",2
rob,b4396,mltF,b2558,+,[GEA],1
rob,b4396,tolC,b3035,+,"[AIBSCS, GEA]",1
rob,b4396,ygiA,b3036,+,"[AIBSCS, GEA]",1
rob,b4396,ygiB,b3037,+,"[AIBSCS, GEA]",1
rob,b4396,ygiC,b3038,+,"[AIBSCS, GEA]",1
rob,b4396,aslB,b3800,+,[GEA],1
rob,b4396,sodA,b3908,+,[HIBSCS],1
rob,b4396,rob,b4396,-,"[BPP, GEA, HIBSCS]",2
rob,b4396,micF,b4439,+,"[BPP, GEA, HIBSCS]",2
creB,b4398,talA,b2464,+,"[AIBSCS, GEA]",1
creB,b4398,malE,b4034,-,"[AIBSCS, GEA]",1
creB,b4398,malF,b4033,-,"[AIBSCS, GEA]",1
creB,b4398,malG,b4032,-,"[AIBSCS, GEA]",1
creB,b4398,creD,b4400,+,"[AIBSCS, BPP, GEA]",1
arcA,b4401,gadF,G0-16680,+,"[BPP, GEA]",2
arcA,b4401,sroD,G0-9384,-,"[AIBSCS, BPP]",1
arcA,b4401,thrA,b0002,-,"CHIP-SV, MSI",inf
arcA,b4401,thrB,b0003,-,"CHIP-SV, MSI",inf
arcA,b4401,thrC,b0004,-,"CHIP-SV, MSI",inf
arcA,b4401,thrL,b0001,-,"CHIP-SV, MSI",inf
arcA,b4401,rpsT,b0023,+,"CHIP-SV, MSI",inf
arcA,b4401,ribF,b0025,+,"CHIP-SV, MSI",inf
arcA,b4401,ileS,b0026,+,"CHIP-SV, MSI",inf
arcA,b4401,lspA,b0027,+,"CHIP-SV, MSI",inf
arcA,b4401,fkpB,b0028,+,"CHIP-SV, MSI",inf
arcA,b4401,ispH,b0029,+,"CHIP-SV, MSI",inf
arcA,b4401,carA,b0032,+,"CHIP-SV, MSI",inf
arcA,b4401,carB,b0033,+,"CHIP-SV, MSI",inf
arcA,b4401,caiE,b0035,+,"[AIBSCS, GEA]",1
arcA,b4401,caiE,b0035,+,"CHIP-SV, MSI",inf
arcA,b4401,caiE,b0035,-,"CHIP-SV, MSI",inf
arcA,b4401,caiD,b0036,+,"[AIBSCS, GEA]",1
arcA,b4401,caiD,b0036,+,"CHIP-SV, MSI",inf
arcA,b4401,caiD,b0036,-,"CHIP-SV, MSI",inf
arcA,b4401,caiC,b0037,+,"[AIBSCS, GEA]",1
arcA,b4401,caiC,b0037,+,"CHIP-SV, MSI",inf
arcA,b4401,caiC,b0037,-,"CHIP-SV, MSI",inf
arcA,b4401,caiB,b0038,+,"[AIBSCS, GEA]",1
arcA,b4401,caiB,b0038,+,"CHIP-SV, MSI",inf
arcA,b4401,caiB,b0038,-,"CHIP-SV, MSI",inf
arcA,b4401,caiA,b0039,+,"[AIBSCS, GEA]",1
arcA,b4401,caiA,b0039,+,"CHIP-SV, MSI",inf
arcA,b4401,caiA,b0039,-,"CHIP-SV, MSI",inf
arcA,b4401,caiT,b0040,+,"[AIBSCS, GEA]",1
arcA,b4401,caiT,b0040,+,"CHIP-SV, MSI",inf
arcA,b4401,caiT,b0040,-,"CHIP-SV, MSI",inf
arcA,b4401,leuD,b0071,+,"CHIP-SV, MSI",inf
arcA,b4401,leuC,b0072,+,"CHIP-SV, MSI",inf
arcA,b4401,leuB,b0073,+,"CHIP-SV, MSI",inf
arcA,b4401,leuA,b0074,+,"CHIP-SV, MSI",inf
arcA,b4401,leuL,b0075,+,"CHIP-SV, MSI",inf
arcA,b4401,aceE,b0114,-,[GEA],1
arcA,b4401,aceF,b0115,-,[GEA],1
arcA,b4401,lpd,b0116,-,"[AIBSCS, BPP, GEA]",1
arcA,b4401,lpd,b0116,-,"CHIP-SV, MSI",inf
arcA,b4401,yacH,b0117,+,"CHIP-SV, MSI",inf
arcA,b4401,yacH,b0117,-,"CHIP-SV, MSI",inf
arcA,b4401,acnB,b0118,-,"[GEA, HIBSCS]",1
arcA,b4401,acnB,b0118,-,"CHIP-SV, MSI",inf
arcA,b4401,fadE,b0221,-,"[AIBSCS, BPP, GEA]",1
arcA,b4401,fadE,b0221,-,"CHIP-SV, MSI",inf
arcA,b4401,lpcA,b0222,+,"CHIP-SV, MSI",inf
arcA,b4401,lpcA,b0222,-,"CHIP-SV, MSI",inf
arcA,b4401,betA,b0311,-,"[BCE, GEA]",1
arcA,b4401,betA,b0311,-,"CHIP-SV, MSI",inf
arcA,b4401,betB,b0312,-,"[BCE, GEA]",1
arcA,b4401,betB,b0312,-,"CHIP-SV, MSI",inf
arcA,b4401,betI,b0313,-,"[BCE, GEA]",1
arcA,b4401,betI,b0313,-,"CHIP-SV, MSI",inf
arcA,b4401,betT,b0314,-,"[BCE, GEA]",1
arcA,b4401,lacI,b0345,-,"CHIP-SV, MSI",inf
arcA,b4401,mhpR,b0346,-,"CHIP-SV, MSI",inf
arcA,b4401,mhpA,b0347,-,"CHIP-SV, MSI",inf
arcA,b4401,mhpB,b0348,-,"CHIP-SV, MSI",inf
arcA,b4401,mhpC,b0349,-,"CHIP-SV, MSI",inf
arcA,b4401,mhpD,b0350,-,"CHIP-SV, MSI",inf
arcA,b4401,mhpF,b0351,-,"CHIP-SV, MSI",inf
arcA,b4401,mhpE,b0352,-,"CHIP-SV, MSI",inf
arcA,b4401,cyoE,b0428,-,"[BCE, GEA]",1
arcA,b4401,cyoE,b0428,-,"CHIP-SV, MSI",inf
arcA,b4401,cyoD,b0429,-,"[BCE, GEA]",1
arcA,b4401,cyoD,b0429,-,"CHIP-SV, MSI",inf
arcA,b4401,cyoC,b0430,-,"[BCE, GEA]",1
arcA,b4401,cyoC,b0430,-,"CHIP-SV, MSI",inf
arcA,b4401,cyoB,b0431,-,"[BCE, GEA]",1
arcA,b4401,cyoB,b0431,-,"CHIP-SV, MSI",inf
arcA,b4401,cyoA,b0432,-,"[BCE, GEA]",1
arcA,b4401,cyoA,b0432,-,"CHIP-SV, MSI",inf
arcA,b4401,ybdN,b0602,+,[AIBSCS],1
arcA,b4401,citG,b0613,-,[AIBSCS],1
arcA,b4401,citX,b0614,-,[AIBSCS],1
arcA,b4401,citF,b0615,-,[AIBSCS],1
arcA,b4401,citE,b0616,-,[AIBSCS],1
arcA,b4401,citD,b0617,-,[AIBSCS],1
arcA,b4401,citC,b0618,-,[AIBSCS],1
arcA,b4401,dpiB,b0619,+,[AIBSCS],1
arcA,b4401,dpiA,b0620,+,[AIBSCS],1
arcA,b4401,dcuC,b0621,+,"[GEA, HIBSCS]",1
arcA,b4401,kdpA,b0698,-,"CHIP-SV, MSI",inf
arcA,b4401,kdpB,b0697,-,"CHIP-SV, MSI",inf
arcA,b4401,kdpC,b0696,-,"CHIP-SV, MSI",inf
arcA,b4401,kdpF,b4513,-,"CHIP-SV, MSI",inf
arcA,b4401,kdpA,b0698,+,"CHIP-SV, MSI",inf
arcA,b4401,kdpB,b0697,+,"CHIP-SV, MSI",inf
arcA,b4401,kdpC,b0696,+,"CHIP-SV, MSI",inf
arcA,b4401,kdpF,b4513,+,"CHIP-SV, MSI",inf
arcA,b4401,ybfA,b0699,+,"CHIP-SV, MSI",inf
arcA,b4401,gltA,b0720,-,"[BCE, GEA, HIBSCS]",1
arcA,b4401,gltA,b0720,-,"CHIP-SV, MSI",inf
arcA,b4401,sdhC,b0721,+,"[BPP, GEA, HIBSCS]",2
arcA,b4401,sdhD,b0722,+,"[BPP, GEA, HIBSCS]",2
arcA,b4401,sdhA,b0723,+,"[BPP, GEA, HIBSCS]",2
arcA,b4401,sdhB,b0724,+,"[BPP, GEA, HIBSCS]",2
arcA,b4401,sucA,b0726,+,"[BPP, GEA, HIBSCS]",2
arcA,b4401,sucB,b0727,+,"[BPP, GEA, HIBSCS]",2
arcA,b4401,sucC,b0728,+,"[BPP, GEA, HIBSCS]",2
arcA,b4401,sucD,b0729,+,"[BPP, GEA, HIBSCS]",2
arcA,b4401,sdhA,b0723,-,"CHIP-SV, MSI",inf
arcA,b4401,sdhB,b0724,-,"CHIP-SV, MSI",inf
arcA,b4401,sdhC,b0721,-,"CHIP-SV, MSI",inf
arcA,b4401,sdhD,b0722,-,"CHIP-SV, MSI",inf
arcA,b4401,sucA,b0726,-,"CHIP-SV, MSI",inf
arcA,b4401,sucB,b0727,-,"CHIP-SV, MSI",inf
arcA,b4401,sucC,b0728,-,"CHIP-SV, MSI",inf
arcA,b4401,sucD,b0729,-,"CHIP-SV, MSI",inf
arcA,b4401,sucA,b0726,-,"[BPP, GEA]",2
arcA,b4401,sucB,b0727,-,"[BPP, GEA]",2
arcA,b4401,sucC,b0728,-,"[BPP, GEA]",2
arcA,b4401,sucD,b0729,-,"[BPP, GEA]",2
arcA,b4401,cydA,b0733,+,"[BPP, GEA, HIBSCS]",2
arcA,b4401,cydA,b0733,+,"[AIBSCS, BCE, BPP, GEA, HIBSCS]",1
arcA,b4401,cydA,b0733,+,"[AIBSCS, GEA]",1
arcA,b4401,cydA,b0733,+,"CHIP-SV, MSI",inf
arcA,b4401,cydA,b0733,-,"CHIP-SV, MSI",inf
arcA,b4401,cydB,b0734,+,"[BPP, GEA, HIBSCS]",2
arcA,b4401,cydB,b0734,+,"[AIBSCS, BCE, BPP, GEA, HIBSCS]",1
arcA,b4401,cydB,b0734,+,"[AIBSCS, GEA]",1
arcA,b4401,cydB,b0734,+,"CHIP-SV, MSI",inf
arcA,b4401,cydB,b0734,-,"CHIP-SV, MSI",inf
arcA,b4401,ybhK,b0780,+,"CHIP-SV, MSI",inf
arcA,b4401,moaA,b0781,-,"CHIP-SV, MSI",inf
arcA,b4401,moaB,b0782,-,"CHIP-SV, MSI",inf
arcA,b4401,moaC,b0783,-,"CHIP-SV, MSI",inf
arcA,b4401,moaD,b0784,-,"CHIP-SV, MSI",inf
arcA,b4401,moaE,b0785,-,"CHIP-SV, MSI",inf
arcA,b4401,fiu,b0805,-,"CHIP-SV, MSI",inf
arcA,b4401,mcbA,b0806,-,"CHIP-SV, MSI",inf
arcA,b4401,ybiU,b0821,+,"CHIP-SV, MSI",inf
arcA,b4401,ybiU,b0821,-,"CHIP-SV, MSI",inf
arcA,b4401,ybiW,b0823,+,"CHIP-SV, MSI",inf
arcA,b4401,ybiW,b0823,-,"CHIP-SV, MSI",inf
arcA,b4401,ybiY,b0824,+,"CHIP-SV, MSI",inf
arcA,b4401,ybiY,b0824,-,"CHIP-SV, MSI",inf
arcA,b4401,fsaA,b0825,+,"CHIP-SV, MSI",inf
arcA,b4401,moeB,b0826,+,"[BPP, GEA]",2
arcA,b4401,moeA,b0827,+,"[BPP, GEA]",2
arcA,b4401,iaaA,b0828,+,"CHIP-SV, MSI",inf
arcA,b4401,gsiA,b0829,+,"CHIP-SV, MSI",inf
arcA,b4401,gsiB,b0830,+,"CHIP-SV, MSI",inf
arcA,b4401,gsiC,b0831,+,"CHIP-SV, MSI",inf
arcA,b4401,gsiD,b0832,+,"CHIP-SV, MSI",inf
arcA,b4401,rimO,b0835,+,"CHIP-SV, MSI",inf
arcA,b4401,bssR,b0836,-,"CHIP-SV, MSI",inf
arcA,b4401,potF,b0854,-,"CHIP-SV, MSI",inf
arcA,b4401,potG,b0855,-,"CHIP-SV, MSI",inf
arcA,b4401,potH,b0856,-,"CHIP-SV, MSI",inf
arcA,b4401,potI,b0857,-,"CHIP-SV, MSI",inf
arcA,b4401,ybjX,b0877,+,"CHIP-SV, MSI",inf
arcA,b4401,macA,b0878,-,"CHIP-SV, MSI",inf
arcA,b4401,macB,b0879,-,"CHIP-SV, MSI",inf
arcA,b4401,clpS,b0881,-,"CHIP-SV, MSI",inf
arcA,b4401,clpA,b0882,-,"CHIP-SV, MSI",inf
arcA,b4401,serW,b0883,+,"CHIP-SV, MSI",inf
arcA,b4401,infA,b0884,+,"CHIP-SV, MSI",inf
arcA,b4401,cydC,b0886,+,"CHIP-SV, MSI",inf
arcA,b4401,cydD,b0887,+,"CHIP-SV, MSI",inf
arcA,b4401,cydD,b0887,+,[GEA],1
arcA,b4401,cydC,b0886,+,[GEA],1
arcA,b4401,focA,b0904,+,"[BPP, GEA, HIBSCS]",2
arcA,b4401,pflB,b0903,+,"[BPP, GEA, HIBSCS]",2
arcA,b4401,focA,b0904,+,"[GEA, HIBSCS]",1
arcA,b4401,pflB,b0903,+,"[GEA, HIBSCS]",1
arcA,b4401,focA,b0904,-,"CHIP-SV, MSI",inf
arcA,b4401,pflB,b0903,-,"CHIP-SV, MSI",inf
arcA,b4401,pncB,b0931,+,"CHIP-SV, MSI",inf
arcA,b4401,pncB,b0931,-,"CHIP-SV, MSI",inf
arcA,b4401,pepN,b0932,-,"CHIP-SV, MSI",inf
arcA,b4401,rmf,b0953,+,"CHIP-SV, MSI",inf
arcA,b4401,rmf,b0953,-,"CHIP-SV, MSI",inf
arcA,b4401,yccA,b0970,+,"CHIP-SV, MSI",inf
arcA,b4401,yccA,b0970,-,"CHIP-SV, MSI",inf
arcA,b4401,serT,b0971,+,"CHIP-SV, MSI",inf
arcA,b4401,serT,b0971,-,"CHIP-SV, MSI",inf
arcA,b4401,hyaA,b0972,+,"[BPP, GEA, HIBSCS]",2
arcA,b4401,hyaB,b0973,+,"[BPP, GEA, HIBSCS]",2
arcA,b4401,hyaC,b0974,+,"[BPP, GEA, HIBSCS]",2
arcA,b4401,hyaD,b0975,+,"[BPP, GEA, HIBSCS]",2
arcA,b4401,hyaE,b0976,+,"[BPP, GEA, HIBSCS]",2
arcA,b4401,hyaF,b0977,+,"[BPP, GEA, HIBSCS]",2
arcA,b4401,appC,b0978,+,[GEA],1
arcA,b4401,appB,b0979,+,[GEA],1
arcA,b4401,appX,b4592,+,[GEA],1
arcA,b4401,appA,b0980,+,[GEA],1
arcA,b4401,rutG,b1006,+,"[AIBSCS, GEA]",1
arcA,b4401,rutG,b1006,+,"CHIP-SV, MSI",inf
arcA,b4401,rutG,b1006,-,"CHIP-SV, MSI",inf
arcA,b4401,rutF,b1007,+,"[AIBSCS, GEA]",1
arcA,b4401,rutF,b1007,+,"CHIP-SV, MSI",inf
arcA,b4401,rutF,b1007,-,"CHIP-SV, MSI",inf
arcA,b4401,rutE,b1008,+,"[AIBSCS, GEA]",1
arcA,b4401,rutE,b1008,+,"CHIP-SV, MSI",inf
arcA,b4401,rutE,b1008,-,"CHIP-SV, MSI",inf
arcA,b4401,rutD,b1009,+,"[AIBSCS, GEA]",1
arcA,b4401,rutD,b1009,+,"CHIP-SV, MSI",inf
arcA,b4401,rutD,b1009,-,"CHIP-SV, MSI",inf
arcA,b4401,rutC,b1010,+,"[AIBSCS, GEA]",1
arcA,b4401,rutC,b1010,+,"CHIP-SV, MSI",inf
arcA,b4401,rutC,b1010,-,"CHIP-SV, MSI",inf
arcA,b4401,rutB,b1011,+,"[AIBSCS, GEA]",1
arcA,b4401,rutB,b1011,+,"CHIP-SV, MSI",inf
arcA,b4401,rutB,b1011,-,"CHIP-SV, MSI",inf
arcA,b4401,rutA,b1012,+,"[AIBSCS, GEA]",1
arcA,b4401,rutA,b1012,+,"CHIP-SV, MSI",inf
arcA,b4401,rutA,b1012,-,"CHIP-SV, MSI",inf
arcA,b4401,rutR,b1013,+,"CHIP-SV, MSI",inf
arcA,b4401,rutR,b1013,-,"CHIP-SV, MSI",inf
arcA,b4401,putA,b1014,-,"CHIP-SV, MSI",inf
arcA,b4401,putP,b1015,-,"CHIP-SV, MSI",inf
arcA,b4401,putP,b1015,+,"CHIP-SV, MSI",inf
arcA,b4401,phoH,b1020,-,"CHIP-SV, MSI",inf
arcA,b4401,phoH,b1020,+,"CHIP-SV, MSI",inf
arcA,b4401,yceI,b1056,+,"CHIP-SV, MSI",inf
arcA,b4401,yceI,b1056,-,"CHIP-SV, MSI",inf
arcA,b4401,yceJ,b1057,+,"CHIP-SV, MSI",inf
arcA,b4401,yceJ,b1057,-,"CHIP-SV, MSI",inf
arcA,b4401,yceD,b1088,+,"CHIP-SV, MSI",inf
arcA,b4401,rpmF,b1089,+,"CHIP-SV, MSI",inf
arcA,b4401,plsX,b1090,+,"CHIP-SV, MSI",inf
arcA,b4401,fabH,b1091,+,"CHIP-SV, MSI",inf
arcA,b4401,fabD,b1092,+,"CHIP-SV, MSI",inf
arcA,b4401,fabG,b1093,+,"CHIP-SV, MSI",inf
arcA,b4401,acpP,b1094,+,"CHIP-SV, MSI",inf
arcA,b4401,fabF,b1095,+,"CHIP-SV, MSI",inf
arcA,b4401,ptsG,b1101,-,"[BPP, GEA]",2
arcA,b4401,ptsG,b1101,+,"CHIP-SV, MSI",inf
arcA,b4401,ndh,b1109,-,"[AIBSCS, GEA]",1
arcA,b4401,ndh,b1109,+,"CHIP-SV, MSI",inf
